disease,ID
"Panniculitis, Lupus Erythematosus",C17.800.480.479.400
Mastocytosis,C17.800.508
Mastocytoma,C17.800.508.236
"Mastocytoma, Skin",C17.800.508.236.500
"Mastocytosis, Cutaneous",C17.800.508.473
"Mastocytoma, Skin",C17.800.508.473.500
Urticaria Pigmentosa,C17.800.508.473.850
Morgellons Disease,C17.800.518
Nail Diseases,C17.800.529
Nail-Patella Syndrome,C17.800.529.400
"Nails, Ingrown",C17.800.529.406
Onycholysis,C17.800.529.478
Onychomycosis,C17.800.529.550
Pachyonychia Congenita,C17.800.529.594
Steatocystoma Multiplex,C17.800.529.594.500
Paronychia,C17.800.529.639
Yellow Nail Syndrome,C17.800.529.819
Necrobiotic Disorders,C17.800.550
Granuloma Annulare,C17.800.550.380
Necrobiosis Lipoidica,C17.800.550.545
Necrobiotic Xanthogranuloma,C17.800.550.772
Necrolytic Migratory Erythema,C17.800.551
Nephrogenic Fibrosing Dermopathy,C17.800.553
Panniculitis,C17.800.566
Erythema Induratum,C17.800.566.329
"Panniculitis, Lupus Erythematosus",C17.800.566.400
"Panniculitis, Nodular Nonsuppurative",C17.800.566.500
Photosensitivity Disorders,C17.800.600
"Dermatitis, Photoallergic",C17.800.600.325
"Dermatitis, Phototoxic",C17.800.600.335
Hydroa Vacciniforme,C17.800.600.425
Sunburn,C17.800.600.725
Xeroderma Pigmentosum,C17.800.600.925
Pigmentation Disorders,C17.800.621
Argyria,C17.800.621.166
Cafe-au-Lait Spots,C17.800.621.250
Hyperpigmentation,C17.800.621.430
Melanosis,C17.800.621.430.530
Acanthosis Nigricans,C17.800.621.430.530.100
Lentigo,C17.800.621.430.530.550
LEOPARD Syndrome,C17.800.621.430.530.550.525
Peutz-Jeghers Syndrome,C17.800.621.430.530.550.625
Hypopigmentation,C17.800.621.440
Albinism,C17.800.621.440.102
"Albinism, Ocular",C17.800.621.440.102.090
"Albinism, Oculocutaneous",C17.800.621.440.102.100
Hermanski-Pudlak Syndrome,C17.800.621.440.102.100.400
Piebaldism,C17.800.621.440.102.600
Vitiligo,C17.800.621.440.895
Incontinentia Pigmenti,C17.800.621.497
Urticaria Pigmentosa,C17.800.621.893
Xeroderma Pigmentosum,C17.800.621.936
Yellow Nail Syndrome,C17.800.621.968
Prurigo,C17.800.674
Pruritus,C17.800.685
Pruritus Ani,C17.800.685.544
Pruritus Vulvae,C17.800.685.710
Pyoderma,C17.800.695
Ecthyma,C17.800.695.210
Pyoderma Gangrenosum,C17.800.695.675
Rosacea,C17.800.716
Rhinophyma,C17.800.716.500
Scalp Dermatoses,C17.800.738
Dandruff,C17.800.738.353
Tinea Capitis,C17.800.738.708
Tinea Favosa,C17.800.738.708.708
Scleredema Adultorum,C17.800.751
"Scleroderma, Localized",C17.800.767
"Scleroderma, Systemic",C17.800.784
"Scleroderma, Diffuse",C17.800.784.602
"Scleroderma, Limited",C17.800.784.801
CREST Syndrome,C17.800.784.801.500
Sebaceous Gland Diseases,C17.800.794
Acne Vulgaris,C17.800.794.111
Acne Conglobata,C17.800.794.111.500
"Dermatitis, Seborrheic",C17.800.794.230
"Mucinosis, Follicular",C17.800.794.550
Rhinophyma,C17.800.794.650
Sebaceous Gland Neoplasms,C17.800.794.712
Muir-Torre Syndrome,C17.800.794.712.500
Skin Abnormalities,C17.800.804
Acrodermatitis,C17.800.804.066
Anetoderma,C17.800.804.108
Dyskeratosis Congenita,C17.800.804.150
Ectodermal Dysplasia,C17.800.804.350
"Ectodermal Dysplasia 1, Anhidrotic",C17.800.804.350.198
"Ectodermal Dysplasia 3, Anhidrotic",C17.800.804.350.298
"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",C17.800.804.350.348
Ellis-Van Creveld Syndrome,C17.800.804.350.398
Focal Dermal Hypoplasia,C17.800.804.350.424
Neurocutaneous Syndromes,C17.800.804.350.712
Pachyonychia Congenita,C17.800.804.350.856
Steatocystoma Multiplex,C17.800.804.350.856.500
Ehlers-Danlos Syndrome,C17.800.804.428
Epidermolysis Bullosa,C17.800.804.493
Epidermolysis Bullosa Acquisita,C17.800.804.493.080
Epidermolysis Bullosa Dystrophica,C17.800.804.493.160
"Epidermolysis Bullosa, Junctional",C17.800.804.493.170
Epidermolysis Bullosa Simplex,C17.800.804.493.180
Ichthyosis,C17.800.804.512
"Ichthyosiform Erythroderma, Congenital",C17.800.804.512.400
"Hyperkeratosis, Epidermolytic",C17.800.804.512.400.375
"Ichthyosis, Lamellar",C17.800.804.512.400.410
Netherton Syndrome,C17.800.804.512.400.705
Ichthyosis Bullosa of Siemens,C17.800.804.512.405
Ichthyosis Vulgaris,C17.800.804.512.410
"Ichthyosis, X-Linked",C17.800.804.512.420
Sjogren-Larsson Syndrome,C17.800.804.512.723
Incontinentia Pigmenti,C17.800.804.580
Port-Wine Stain,C17.800.804.675
Pseudoxanthoma Elasticum,C17.800.804.766
Rothmund-Thomson Syndrome,C17.800.804.775
Sclerema Neonatorum,C17.800.804.812
Trichothiodystrophy Syndromes,C17.800.804.874
Xeroderma Pigmentosum,C17.800.804.936
"Skin Diseases, Eczematous",C17.800.815
"Dermatitis, Atopic",C17.800.815.193
"Dermatitis, Contact",C17.800.815.255
"Dermatitis, Allergic Contact",C17.800.815.255.100
"Dermatitis, Photoallergic",C17.800.815.255.100.600
"Dermatitis, Toxicodendron",C17.800.815.255.100.700
"Dermatitis, Irritant",C17.800.815.255.400
"Dermatitis, Phototoxic",C17.800.815.255.400.225
Diaper Rash,C17.800.815.255.400.250
"Dermatitis, Occupational",C17.800.815.255.700
"Dermatitis, Exfoliative",C17.800.815.318
"Dermatitis, Seborrheic",C17.800.815.580
Eczema,C17.800.815.620
"Eczema, Dyshidrotic",C17.800.815.620.300
Intertrigo,C17.800.815.650
Neurodermatitis,C17.800.815.660
"Skin Diseases, Genetic",C17.800.827
Albinism,C17.800.827.080
"Albinism, Ocular",C17.800.827.080.090
"Albinism, Oculocutaneous",C17.800.827.080.100
Hermanski-Pudlak Syndrome,C17.800.827.080.100.400
Piebaldism,C17.800.827.080.600
Cutis Laxa,C17.800.827.180
Darier Disease,C17.800.827.190
"Dermatitis, Atopic",C17.800.827.210
Dyskeratosis Congenita,C17.800.827.235
Ectodermal Dysplasia,C17.800.827.250
"Ectodermal Dysplasia 1, Anhidrotic",C17.800.827.250.198
"Ectodermal Dysplasia 3, Anhidrotic",C17.800.827.250.298
"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",C17.800.827.250.348
Ellis-Van Creveld Syndrome,C17.800.827.250.398
Focal Dermal Hypoplasia,C17.800.827.250.424
Neurocutaneous Syndromes,C17.800.827.250.712
Pachyonychia Congenita,C17.800.827.250.856
Steatocystoma Multiplex,C17.800.827.250.856.500
Ehlers-Danlos Syndrome,C17.800.827.260
Epidermolysis Bullosa,C17.800.827.275
Epidermolysis Bullosa Acquisita,C17.800.827.275.080
Epidermolysis Bullosa Dystrophica,C17.800.827.275.160
"Epidermolysis Bullosa, Junctional",C17.800.827.275.170
Epidermolysis Bullosa Simplex,C17.800.827.275.180
Erythrokeratodermia Variabilis,C17.800.827.337
Hereditary Autoinflammatory Diseases,C17.800.827.368
Behcet Syndrome,C17.800.827.368.250
Cryopyrin-Associated Periodic Syndromes,C17.800.827.368.500
"Hyalinosis, Systemic",C17.800.827.384
"Ichthyosiform Erythroderma, Congenital",C17.800.827.400
"Hyperkeratosis, Epidermolytic",C17.800.827.400.375
"Ichthyosis, Lamellar",C17.800.827.400.410
Ichthyosis Bullosa of Siemens,C17.800.827.403
Ichthyosis Vulgaris,C17.800.827.405
"Ichthyosis, X-Linked",C17.800.827.408
Incontinentia Pigmenti,C17.800.827.420
"Keratoderma, Palmoplantar",C17.800.827.475
"Keratoderma, Palmoplantar, Diffuse",C17.800.827.475.440
"Keratoderma, Palmoplantar, Epidermolytic",C17.800.827.475.440.500
Papillon-Lefevre Disease,C17.800.827.475.600
"Leukokeratosis, Hereditary Mucosal",C17.800.827.595
Monilethrix,C17.800.827.602
Muir-Torre Syndrome,C17.800.827.610
Netherton Syndrome,C17.800.827.655
"Pemphigus, Benign Familial",C17.800.827.700
Porokeratosis,C17.800.827.730
"Porphyria, Erythropoietic",C17.800.827.738
"Porphyrias, Hepatic",C17.800.827.742
"Coproporphyria, Hereditary",C17.800.827.742.074
"Porphyria, Acute Intermittent",C17.800.827.742.150
Porphyria Cutanea Tarda,C17.800.827.742.250
"Porphyria, Hepatoerythropoietic",C17.800.827.742.437
"Porphyria, Variegate",C17.800.827.742.625
"Protoporphyria, Erythropoietic",C17.800.827.742.812
Pseudoxanthoma Elasticum,C17.800.827.750
Rothmund-Thomson Syndrome,C17.800.827.775
Sjogren-Larsson Syndrome,C17.800.827.820
Trichothiodystrophy Syndromes,C17.800.827.895
Xeroderma Pigmentosum,C17.800.827.970
"Skin Diseases, Infectious",C17.800.838
Dermatomycoses,C17.800.838.208
Blastomycosis,C17.800.838.208.055
"Candidiasis, Chronic Mucocutaneous",C17.800.838.208.165
"Candidiasis, Cutaneous",C17.800.838.208.170
Chromoblastomycosis,C17.800.838.208.241
Hyalohyphomycosis,C17.800.838.208.416
Alternariosis,C17.800.838.208.416.125
Cerebral Phaeohyphomycosis,C17.800.838.208.416.375
Fusariosis,C17.800.838.208.416.500
Lobomycosis,C17.800.838.208.475
Mycetoma,C17.800.838.208.557
Sporotrichosis,C17.800.838.208.675
Tinea,C17.800.838.208.883
Onychomycosis,C17.800.838.208.883.458
Tinea Capitis,C17.800.838.208.883.558
Tinea Favosa,C17.800.838.208.883.558.708
Tinea Pedis,C17.800.838.208.883.658
Tinea Versicolor,C17.800.838.208.941
Paronychia,C17.800.838.486
"Skin Diseases, Bacterial",C17.800.838.765
"Actinomycosis, Cervicofacial",C17.800.838.765.110
"Angiomatosis, Bacillary",C17.800.838.765.150
Digital Dermatitis,C17.800.838.765.180
Ecthyma,C17.800.838.765.210
Erysipelas,C17.800.838.765.260
Erythema Chronicum Migrans,C17.800.838.765.310
Erythrasma,C17.800.838.765.320
Granuloma Inguinale,C17.800.838.765.360
Hidradenitis Suppurativa,C17.800.838.765.420
Mycetoma,C17.800.838.765.557
Pinta,C17.800.838.765.630
Rhinoscleroma,C17.800.838.765.705
Staphylococcal Skin Infections,C17.800.838.765.770
Furunculosis,C17.800.838.765.770.270
Carbuncle,C17.800.838.765.770.270.200
Impetigo,C17.800.838.765.770.360
Staphylococcal Scalded Skin Syndrome,C17.800.838.765.770.770
"Syphilis, Cutaneous",C17.800.838.765.790
"Tuberculosis, Cutaneous",C17.800.838.765.820
Erythema Induratum,C17.800.838.765.820.320
Lupus Vulgaris,C17.800.838.765.820.470
Yaws,C17.800.838.765.910
"Skin Diseases, Parasitic",C17.800.838.775
Larva Migrans,C17.800.838.775.424
Leishmaniasis,C17.800.838.775.560
"Leishmaniasis, Cutaneous",C17.800.838.775.560.400
"Leishmaniasis, Diffuse Cutaneous",C17.800.838.775.560.400.350
"Leishmaniasis, Mucocutaneous",C17.800.838.775.560.400.385
Lice Infestations,C17.800.838.775.580
Onchocerciasis,C17.800.838.775.690
Scabies,C17.800.838.775.800
"Skin Diseases, Viral",C17.800.838.790
Erythema Infectiosum,C17.800.838.790.260
Exanthema Subitum,C17.800.838.790.290
Herpes Simplex,C17.800.838.790.320
Herpes Labialis,C17.800.838.790.320.320
Kaposi Varicelliform Eruption,C17.800.838.790.320.410
Molluscum Contagiosum,C17.800.838.790.550
Warts,C17.800.838.790.810
Condylomata Acuminata,C17.800.838.790.810.110
Buschke-Lowenstein Tumor,C17.800.838.790.810.110.500
Epidermodysplasia Verruciformis,C17.800.838.790.810.260
"Skin Diseases, Metabolic",C17.800.849
Lipodystrophy,C17.800.849.391
HIV-Associated Lipodystrophy Syndrome,C17.800.849.391.400
"Lipodystrophy, Congenital Generalized",C17.800.849.391.550
"Lipodystrophy, Familial Partial",C17.800.849.391.700
Necrobiosis Lipoidica,C17.800.849.495
"Skin Diseases, Papulosquamous",C17.800.859
"Dermatitis, Seborrheic",C17.800.859.350
Lichenoid Eruptions,C17.800.859.475
Lichen Nitidus,C17.800.859.475.545
Lichen Planus,C17.800.859.475.560
"Lichen Planus, Oral",C17.800.859.475.560.397
Lichen Sclerosus et Atrophicus,C17.800.859.475.605
Pityriasis Lichenoides,C17.800.859.475.650
Parapsoriasis,C17.800.859.575
Pityriasis Lichenoides,C17.800.859.575.650
Pityriasis,C17.800.859.600
Pityriasis Lichenoides,C17.800.859.600.650
Pityriasis Rosea,C17.800.859.600.675
Pityriasis Rubra Pilaris,C17.800.859.600.685
Psoriasis,C17.800.859.675
"Arthritis, Psoriatic",C17.800.859.675.175
"Skin Diseases, Vascular",C17.800.862
"Angiomatosis, Bacillary",C17.800.862.060
Behcet Syndrome,C17.800.862.150
Giant Cell Arteritis,C17.800.862.252
Livedo Reticularis,C17.800.862.355
Malignant Atrophic Papulosis,C17.800.862.457
Mucocutaneous Lymph Node Syndrome,C17.800.862.560
Polyarteritis Nodosa,C17.800.862.625
Pyoderma Gangrenosum,C17.800.862.675
Sneddon Syndrome,C17.800.862.775
Takayasu Arteritis,C17.800.862.875
Urticaria,C17.800.862.945
Angioedema,C17.800.862.945.066
"Angioedemas, Hereditary",C17.800.862.945.066.500
Hereditary Angioedema Type III,C17.800.862.945.066.500.500
Hereditary Angioedema Types I and II,C17.800.862.945.066.500.750
"Skin Diseases, Vesiculobullous",C17.800.865
Acantholysis,C17.800.865.070
Blister,C17.800.865.187
Dermatitis Herpetiformis,C17.800.865.360
"Eczema, Dyshidrotic",C17.800.865.385
Epidermolysis Bullosa,C17.800.865.410
Epidermolysis Bullosa Acquisita,C17.800.865.410.080
Epidermolysis Bullosa Dystrophica,C17.800.865.410.160
"Epidermolysis Bullosa, Junctional",C17.800.865.410.170
Epidermolysis Bullosa Simplex,C17.800.865.410.180
Erythema Multiforme,C17.800.865.475
Stevens-Johnson Syndrome,C17.800.865.475.683
Hydroa Vacciniforme,C17.800.865.575
Linear IgA Bullous Dermatosis,C17.800.865.622
"Pemphigoid, Benign Mucous Membrane",C17.800.865.670
"Pemphigoid, Bullous",C17.800.865.690
Pemphigoid Gestationis,C17.800.865.700
Pemphigus,C17.800.865.716
"Pemphigus, Benign Familial",C17.800.865.858
Skin Neoplasms,C17.800.882
Sebaceous Gland Neoplasms,C17.800.882.712
Muir-Torre Syndrome,C17.800.882.712.500
Sweat Gland Neoplasms,C17.800.882.743
Skin Ulcer,C17.800.893
Buruli Ulcer,C17.800.893.295
Leg Ulcer,C17.800.893.592
Foot Ulcer,C17.800.893.592.450
Diabetic Foot,C17.800.893.592.450.200
Varicose Ulcer,C17.800.893.592.730
Pressure Ulcer,C17.800.893.665
Pyoderma Gangrenosum,C17.800.893.675
Sweat Gland Diseases,C17.800.946
Hidradenitis,C17.800.946.315
Hidradenitis Suppurativa,C17.800.946.315.320
Hyperhidrosis,C17.800.946.350
"Sweating, Gustatory",C17.800.946.350.843
Hypohidrosis,C17.800.946.370
Miliaria,C17.800.946.492
Fox-Fordyce Disease,C17.800.946.492.285
Sweat Gland Neoplasms,C17.800.946.743
"Xanthogranuloma, Juvenile",C17.800.973
Nutritional and Metabolic Diseases,C18
Metabolic Diseases,C18.452
Acid-Base Imbalance,C18.452.076
Achlorhydria,C18.452.076.087
Acidosis,C18.452.076.176
"Acidosis, Lactic",C18.452.076.176.180
"Acidosis, Renal Tubular",C18.452.076.176.210
"Acidosis, Respiratory",C18.452.076.176.310
Ketosis,C18.452.076.176.652
Diabetic Ketoacidosis,C18.452.076.176.652.500
Alkalosis,C18.452.076.354
"Alkalosis, Respiratory",C18.452.076.354.271
"Bone Diseases, Metabolic",C18.452.104
"Bone Demineralization, Pathologic",C18.452.104.247
"Decalcification, Pathologic",C18.452.104.247.400
Osteoporosis,C18.452.104.579
Female Athlete Triad Syndrome,C18.452.104.579.304
"Osteoporosis, Postmenopausal",C18.452.104.579.610
Pseudohypoparathyroidism,C18.452.104.709
Pseudopseudohypoparathyroidism,C18.452.104.709.628
Rickets,C18.452.104.816
Osteomalacia,C18.452.104.816.640
Chronic Kidney Disease-Mineral and Bone Disorder,C18.452.104.816.750
"Rickets, Hypophosphatemic",C18.452.104.816.875
Familial Hypophosphatemic Rickets,C18.452.104.816.875.500
"Brain Diseases, Metabolic",C18.452.132
"Brain Diseases, Metabolic, Inborn",C18.452.132.100
Adrenoleukodystrophy,C18.452.132.100.084
"Cerebral Amyloid Angiopathy, Familial",C18.452.132.100.168
Galactosemias,C18.452.132.100.320
Hartnup Disease,C18.452.132.100.355
Hepatolenticular Degeneration,C18.452.132.100.360
Hereditary Central Nervous System Demyelinating Diseases,C18.452.132.100.362
Adrenoleukodystrophy,C18.452.132.100.362.250
Alexander Disease,C18.452.132.100.362.312
Canavan Disease,C18.452.132.100.362.375
"Leukodystrophy, Globoid Cell",C18.452.132.100.362.500
"Leukodystrophy, Metachromatic",C18.452.132.100.362.550
Pelizaeus-Merzbacher Disease,C18.452.132.100.362.775
Homocystinuria,C18.452.132.100.365
"Hyperglycinemia, Nonketotic",C18.452.132.100.375
Hyperlysinemias,C18.452.132.100.380
Leigh Disease,C18.452.132.100.412
Lesch-Nyhan Syndrome,C18.452.132.100.425
"Lysosomal Storage Diseases, Nervous System",C18.452.132.100.435
Fucosidosis,C18.452.132.100.435.295
Glycogen Storage Disease Type II,C18.452.132.100.435.340
Mucolipidoses,C18.452.132.100.435.590
Sialic Acid Storage Disease,C18.452.132.100.435.810
Sphingolipidoses,C18.452.132.100.435.825
Fabry Disease,C18.452.132.100.435.825.200
Farber Lipogranulomatosis,C18.452.132.100.435.825.250
Gangliosidoses,C18.452.132.100.435.825.300
"Gangliosidoses, GM2",C18.452.132.100.435.825.300.300
Sandhoff Disease,C18.452.132.100.435.825.300.300.249
Tay-Sachs Disease,C18.452.132.100.435.825.300.300.500
"Tay-Sachs Disease, AB Variant",C18.452.132.100.435.825.300.300.750
"Gangliosidosis, GM1",C18.452.132.100.435.825.300.400
Gaucher Disease,C18.452.132.100.435.825.400
"Leukodystrophy, Globoid Cell",C18.452.132.100.435.825.590
Niemann-Pick Diseases,C18.452.132.100.435.825.700
"Niemann-Pick Disease, Type A",C18.452.132.100.435.825.700.500
"Niemann-Pick Disease, Type B",C18.452.132.100.435.825.700.750
"Niemann-Pick Disease, Type C",C18.452.132.100.435.825.700.875
Sea-Blue Histiocyte Syndrome,C18.452.132.100.435.825.775
Sulfatidosis,C18.452.132.100.435.825.850
"Leukodystrophy, Metachromatic",C18.452.132.100.435.825.850.500
Multiple Sulfatase Deficiency Disease,C18.452.132.100.435.825.850.750
Maple Syrup Urine Disease,C18.452.132.100.520
MELAS Syndrome,C18.452.132.100.535
Menkes Kinky Hair Syndrome,C18.452.132.100.540
MERRF Syndrome,C18.452.132.100.545
Mevalonate Kinase Deficiency,C18.452.132.100.593
Oculocerebrorenal Syndrome,C18.452.132.100.640
Phenylketonurias,C18.452.132.100.687
"Phenylketonuria, Maternal",C18.452.132.100.687.500
Pyruvate Carboxylase Deficiency Disease,C18.452.132.100.725
Pyruvate Dehydrogenase Complex Deficiency Disease,C18.452.132.100.750
Refsum Disease,C18.452.132.100.813
"Refsum Disease, Infantile",C18.452.132.100.844
Tyrosinemias,C18.452.132.100.875
"Urea Cycle Disorders, Inborn",C18.452.132.100.937
Argininosuccinic Aciduria,C18.452.132.100.937.124
Carbamoyl-Phosphate Synthase I Deficiency Disease,C18.452.132.100.937.249
Citrullinemia,C18.452.132.100.937.374
Hyperargininemia,C18.452.132.100.937.437
Ornithine Carbamoyltransferase Deficiency Disease,C18.452.132.100.937.500
Zellweger Syndrome,C18.452.132.100.968
Hepatic Encephalopathy,C18.452.132.360
Kernicterus,C18.452.132.480
Mitochondrial Encephalomyopathies,C18.452.132.540
"Myelinolysis, Central Pontine",C18.452.132.560
Reye Syndrome,C18.452.132.780
Wernicke Encephalopathy,C18.452.132.960
Calcium Metabolism Disorders,C18.452.174
Calcinosis,C18.452.174.130
Calciphylaxis,C18.452.174.130.186
CREST Syndrome,C18.452.174.130.204
Nephrocalcinosis,C18.452.174.130.560
Vascular Calcification,C18.452.174.130.780
Monckeberg Medial Calcific Sclerosis,C18.452.174.130.780.500
"Decalcification, Pathologic",C18.452.174.289
Hypercalcemia,C18.452.174.451
Hypocalcemia,C18.452.174.509
Tetany,C18.452.174.509.700
Pseudohypoparathyroidism,C18.452.174.766
Pseudopseudohypoparathyroidism,C18.452.174.766.815
Rickets,C18.452.174.845
Osteomalacia,C18.452.174.845.640
Chronic Kidney Disease-Mineral and Bone Disorder,C18.452.174.845.750
"Rickets, Hypophosphatemic",C18.452.174.845.875
Familial Hypophosphatemic Rickets,C18.452.174.845.875.500
DNA Repair-Deficiency Disorders,C18.452.284
Ataxia Telangiectasia,C18.452.284.060
Bloom Syndrome,C18.452.284.100
Cockayne Syndrome,C18.452.284.250
"Colorectal Neoplasms, Hereditary Nonpolyposis",C18.452.284.255
Fanconi Anemia,C18.452.284.280
Li-Fraumeni Syndrome,C18.452.284.520
Nijmegen Breakage Syndrome,C18.452.284.600
Rothmund-Thomson Syndrome,C18.452.284.760
Severe Combined Immunodeficiency,C18.452.284.800
Werner Syndrome,C18.452.284.960
Xeroderma Pigmentosum,C18.452.284.975
Glucose Metabolism Disorders,C18.452.394
Diabetes Mellitus,C18.452.394.750
"Diabetes Mellitus, Experimental",C18.452.394.750.074
"Diabetes Mellitus, Type 1",C18.452.394.750.124
Wolfram Syndrome,C18.452.394.750.124.960
"Diabetes Mellitus, Type 2",C18.452.394.750.149
"Diabetes Mellitus, Lipoatrophic",C18.452.394.750.149.500
"Diabetes, Gestational",C18.452.394.750.448
Diabetic Ketoacidosis,C18.452.394.750.535
Donohue Syndrome,C18.452.394.750.654
Latent Autoimmune Diabetes in Adults,C18.452.394.750.714
Prediabetic State,C18.452.394.750.774
Glycosuria,C18.452.394.937
"Glycosuria, Renal",C18.452.394.937.450
Hyperglycemia,C18.452.394.952
Glucose Intolerance,C18.452.394.952.500
Hyperinsulinism,C18.452.394.968
Congenital Hyperinsulinism,C18.452.394.968.250
Nesidioblastosis,C18.452.394.968.250.500
Insulin Resistance,C18.452.394.968.500
Metabolic Syndrome,C18.452.394.968.500.570
Hypoglycemia,C18.452.394.984
Congenital Hyperinsulinism,C18.452.394.984.200
Nesidioblastosis,C18.452.394.984.200.500
Insulin Coma,C18.452.394.984.492
Hyperlactatemia,C18.452.479
Iron Metabolism Disorders,C18.452.565
"Anemia, Iron-Deficiency",C18.452.565.100
Iron Overload,C18.452.565.500
Hemochromatosis,C18.452.565.500.480
Hemosiderosis,C18.452.565.500.500
Lipid Metabolism Disorders,C18.452.584
Dyslipidemias,C18.452.584.500
Hyperlipidemias,C18.452.584.500.500
Hypercholesterolemia,C18.452.584.500.500.396
"Hyperlipidemia, Familial Combined",C18.452.584.500.500.438
Hyperlipoproteinemias,C18.452.584.500.500.644
Hyperlipoproteinemia Type I,C18.452.584.500.500.644.237
Hyperlipoproteinemia Type II,C18.452.584.500.500.644.475
Hyperlipoproteinemia Type III,C18.452.584.500.500.644.485
Hyperlipoproteinemia Type IV,C18.452.584.500.500.644.490
Hyperlipoproteinemia Type V,C18.452.584.500.500.644.495
Hypertriglyceridemia,C18.452.584.500.500.851
Hyperlipoproteinemia Type IV,C18.452.584.500.500.851.500
Hyperlipoproteinemia Type V,C18.452.584.500.500.851.750
Hypertriglyceridemic Waist,C18.452.584.500.500.851.875
Hypolipoproteinemias,C18.452.584.500.875
Hypoalphalipoproteinemias,C18.452.584.500.875.330
Lecithin Cholesterol Acyltransferase Deficiency,C18.452.584.500.875.330.500
Tangier Disease,C18.452.584.500.875.330.750
Hypobetalipoproteinemias,C18.452.584.500.875.440
Abetalipoproteinemia,C18.452.584.500.875.440.500
"Hypobetalipoproteinemia, Familial, Apolipoprotein B",C18.452.584.500.875.440.750
Smith-Lemli-Opitz Syndrome,C18.452.584.500.937
"Lipid Metabolism, Inborn Errors",C18.452.584.562
Lipodystrophy,C18.452.584.625
HIV-Associated Lipodystrophy Syndrome,C18.452.584.625.400
"Lipodystrophy, Congenital Generalized",C18.452.584.625.550
"Lipodystrophy, Familial Partial",C18.452.584.625.700
Lipidoses,C18.452.584.687
Cholesterol Ester Storage Disease,C18.452.584.687.201
Wolman Disease,C18.452.584.687.201.500
Neuronal Ceroid-Lipofuscinoses,C18.452.584.687.509
Sjogren-Larsson Syndrome,C18.452.584.687.723
Sphingolipidoses,C18.452.584.687.803
Fabry Disease,C18.452.584.687.803.300
Farber Lipogranulomatosis,C18.452.584.687.803.325
Gangliosidoses,C18.452.584.687.803.350
"Gangliosidoses, GM2",C18.452.584.687.803.350.300
Sandhoff Disease,C18.452.584.687.803.350.300.700
Tay-Sachs Disease,C18.452.584.687.803.350.300.850
"Tay-Sachs Disease, AB Variant",C18.452.584.687.803.350.300.925
"Gangliosidosis, GM1",C18.452.584.687.803.350.360
Gaucher Disease,C18.452.584.687.803.441
"Leukodystrophy, Globoid Cell",C18.452.584.687.803.585
Niemann-Pick Diseases,C18.452.584.687.803.730
"Niemann-Pick Disease, Type A",C18.452.584.687.803.730.500
"Niemann-Pick Disease, Type B",C18.452.584.687.803.730.750
"Niemann-Pick Disease, Type C",C18.452.584.687.803.730.875
Sea-Blue Histiocyte Syndrome,C18.452.584.687.803.850
Sulfatidosis,C18.452.584.687.803.925
"Leukodystrophy, Metachromatic",C18.452.584.687.803.925.500
Multiple Sulfatase Deficiency Disease,C18.452.584.687.803.925.750
Lipomatosis,C18.452.584.718
Adiposis Dolorosa,C18.452.584.718.500
Familial Multiple Lipomatosis,C18.452.584.718.625
"Lipomatosis, Multiple Symmetrical",C18.452.584.718.750
Xanthomatosis,C18.452.584.750
Necrobiotic Xanthogranuloma,C18.452.584.750.487
"Xanthomatosis, Cerebrotendinous",C18.452.584.750.975
Malabsorption Syndromes,C18.452.603
Blind Loop Syndrome,C18.452.603.145
Celiac Disease,C18.452.603.250
Collagenous Sprue,C18.452.603.314
Hyperhomocysteinemia,C18.452.603.378
Lactose Intolerance,C18.452.603.506
"Sprue, Tropical",C18.452.603.850
Steatorrhea,C18.452.603.887
Whipple Disease,C18.452.603.925
Metabolic Syndrome,C18.452.625
"Metabolism, Inborn Errors",C18.452.648
"Amino Acid Metabolism, Inborn Errors",C18.452.648.100
Albinism,C18.452.648.100.102
"Albinism, Ocular",C18.452.648.100.102.090
"Albinism, Oculocutaneous",C18.452.648.100.102.100
Hermanski-Pudlak Syndrome,C18.452.648.100.102.100.400
Piebaldism,C18.452.648.100.102.600
Alkaptonuria,C18.452.648.100.187
"Hyperglycinemia, Nonketotic",C18.452.648.100.477
Hyperhomocysteinemia,C18.452.648.100.480
Homocystinuria,C18.452.648.100.480.500
Hyperlysinemias,C18.452.648.100.544
Maple Syrup Urine Disease,C18.452.648.100.608
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,C18.452.648.100.614
Multiple Carboxylase Deficiency,C18.452.648.100.620
Biotinidase Deficiency,C18.452.648.100.620.100
Holocarboxylase Synthetase Deficiency,C18.452.648.100.620.380
Phenylketonurias,C18.452.648.100.766
"Phenylketonuria, Maternal",C18.452.648.100.766.500
Propionic Acidemia,C18.452.648.100.823
Tyrosinemias,C18.452.648.100.880
"Urea Cycle Disorders, Inborn",C18.452.648.100.940
Argininosuccinic Aciduria,C18.452.648.100.940.124
Carbamoyl-Phosphate Synthase I Deficiency Disease,C18.452.648.100.940.249
Citrullinemia,C18.452.648.100.940.374
Hyperargininemia,C18.452.648.100.940.437
Ornithine Carbamoyltransferase Deficiency Disease,C18.452.648.100.940.500
"Amino Acid Transport Disorders, Inborn",C18.452.648.151
Hartnup Disease,C18.452.648.151.355
